iter	RMSE
138	0.01650029827
139	0.01642049924
140	0.01638245953
141	0.01631540605
142	0.01629495116
143	0.01621299041
144	0.01616409038
145	0.0161159561
146	0.01607114556
147	0.01601143689
148	0.01594724072
149	0.01586390259
150	0.01581908286
151	0.01577947323
152	0.01570059636
153	0.01561818382
154	0.01556600082
155	0.01552846686
156	0.01550471158
157	0.01546488875
158	0.0154269565
159	0.01537412246
160	0.01533842463
161	0.0152885033
162	0.01525945483
163	0.01522826007
164	0.01520295881
165	0.01516929766
166	0.01513986361
167	0.01508281722
168	0.01502702826
169	0.01494376464
170	0.01489226587
171	0.01486893225
172	0.01484061
173	0.01481643768
174	0.01479284569
175	0.01477711344
176	0.01473499625
177	0.01470327101
178	0.01466813012
179	0.01463777349
180	0.01460337253
181	0.01458501748
182	0.01456852345
183	0.01453819579
184	0.01449830251
185	0.0144840965
186	0.01445987679
187	0.01444437196
188	0.01442022589
189	0.01437321239
190	0.01434469505
191	0.01431523515
192	0.01429690056
193	0.01429041467
194	0.01427055862
195	0.01425285608
196	0.01422501943
197	0.01421268604
198	0.01419500207
199	0.01414858559
200	0.01413612835
201	0.01409603426
202	0.01408552494
203	0.01407219863
204	0.01403235597
205	0.01400788705
206	0.01398101457
207	0.01395163435
208	0.01393678277
209	0.01392363279
210	0.01391064166
211	0.01388378853
212	0.01387555709
213	0.01386307223
214	0.01384611964
215	0.01383230569
216	0.01378359575
217	0.01374814221
218	0.01373896752
219	0.01372499009
220	0.01368060136
221	0.0136566002
222	0.01364884612
223	0.0136212572
224	0.01361622441
225	0.01357943057
226	0.01356334935
227	0.0135564604
228	0.01353314348
229	0.01351442785
230	0.01349630476
231	0.01347963574
232	0.01345733454
233	0.01343502689
234	0.0134173655
235	0.0134115367
236	0.01340702783
237	0.01339703587
238	0.01339296835
239	0.0133763958
240	0.01335515908
241	0.01334972973
242	0.01333396214
243	0.01332335731
244	0.01332082949
245	0.01329740244
246	0.01328459531
247	0.01327768999
248	0.01327426393
249	0.01326613909
250	0.01325103103
251	0.01324057463
252	0.01322050038
253	0.01320436005
254	0.01318360858
255	0.01316789624
256	0.0131582447
257	0.01313463886
258	0.01311878188
259	0.01310084258
260	0.01307741475
261	0.01306424026
262	0.01305268652
263	0.01303920311
264	0.01301769001
265	0.01301675135
266	0.01301462046
267	0.01300399082
268	0.01299424338
269	0.01298600436
270	0.01298154889
271	0.01295964514
272	0.01294938703
273	0.01294800598
274	0.01293630211
275	0.0129146782
276	0.0128665126
277	0.01285135149
278	0.01285066532
279	0.01284820314
280	0.01282215823
281	0.01281743215
282	0.01280836798
283	0.01278684047
284	0.0127810936
285	0.01277216034
286	0.01276147363
287	0.01274869292
288	0.01274416049
289	0.01271819299
290	0.01270302625
291	0.01267836194
292	0.01265517612
293	0.01263851257
294	0.01263010176
295	0.01260941069
296	0.01258627433
297	0.01257095332
298	0.01254776742
299	0.01254000284
300	0.01253673341
301	0.0125321856
302	0.01252514285
303	0.01250326257
304	0.01247736598
305	0.01246681514
306	0.01246322105
307	0.01244306344
308	0.01243032178
309	0.01242174324
310	0.01240258612
311	0.01237407701
312	0.01235035062
313	0.01234485045
314	0.0123388458
315	0.01233322293
316	0.01231603225
317	0.01231570011
318	0.01230387343
319	0.01228691701
320	0.01226148374
321	0.0122612895
322	0.01223553225
323	0.01221947493
324	0.01219043056
325	0.01218027868
326	0.01217786003
327	0.01216485256
328	0.01214699977
329	0.01213937287
330	0.0121266672
331	0.0121191464
332	0.01210745236
333	0.01210734374
334	0.01204777642
335	0.01204547248
336	0.01203911607
337	0.01198423976
338	0.01195976028
339	0.01195205233
340	0.01193829722
341	0.01193666986
342	0.01192737466
343	0.01192641069
344	0.01192043179
345	0.01185502027
346	0.01184331796
347	0.01182176432
348	0.01181190464
349	0.01180201084
350	0.01179691381
351	0.01178927756
352	0.01177783368
353	0.01176384027
354	0.01175652464
355	0.01174457898
356	0.01174285629
357	0.01174241596
358	0.01170853243
359	0.01170622797
360	0.011680921
361	0.01166184891
362	0.01166132447
363	0.01165669187
364	0.01160809981
365	0.01160101196
366	0.01159744244
367	0.01158592546
368	0.01157866869
369	0.01156032167
370	0.011558686
371	0.01151462901
372	0.01149870645
373	0.01148924574
374	0.01147224897
375	0.01146966359
376	0.01145151567
377	0.01143192224
378	0.01142134659
379	0.01142083955
380	0.01141659664
381	0.01139851321
382	0.01139460593
383	0.01137334399
384	0.01136989167
385	0.01136726887
386	0.01135112681
387	0.01133922293
388	0.01132213275
389	0.01131769956
390	0.01131264404
391	0.01127486518
392	0.01126550088
393	0.01126369925
394	0.01123956762
395	0.01122664674
396	0.01121967805
397	0.01121298037
398	0.01120500024
399	0.01120131644
400	0.01116214826
401	0.01115002316
402	0.01114584288
403	0.01113860027
404	0.01113305314
405	0.01112881205
406	0.01108767443
407	0.01107876372
408	0.01106524893
409	0.0110459471
410	0.01102839026
411	0.01102110013
412	0.0110130987
413	0.0110007799
414	0.01099255519
415	0.01098883644
416	0.01098606989
417	0.0109839859
418	0.01094489876
419	0.01093890639
420	0.01092935329
421	0.01092509312
422	0.01092360032
423	0.01091121774
424	0.01089416969
425	0.01088634154
426	0.01088023262
427	0.01087046783
428	0.01085826004
429	0.01084831552
430	0.01082232316
431	0.010810934
432	0.01080727367
433	0.01080537288
434	0.0107994719
435	0.01079273431
436	0.01079015699
437	0.01077728679
438	0.01077008969
439	0.01076728077
440	0.01075809136
441	0.01075332769
442	0.0107515619
443	0.01074755812
444	0.01073834156
445	0.01071340292
446	0.01070114508
447	0.01069037146
448	0.01068741351
449	0.01068484524
450	0.01067622142
451	0.0106722949
452	0.01066160174
453	0.01064635082
454	0.01064038619
455	0.01060152874
456	0.01057241867
457	0.01056794917
458	0.01056654066
459	0.01055977495
460	0.010554037
461	0.01051297336
462	0.01050902463
463	0.0105043345
464	0.01049717177
465	0.01049163064
466	0.01049011304
467	0.0104879134
468	0.01048210505
469	0.01047968696
470	0.01047468999
471	0.0104670152
472	0.01045889843
473	0.01044051253
474	0.01043094511
475	0.0104308981
476	0.01042701002
477	0.01040995569
478	0.01040201474
479	0.010399218
480	0.01039542003
481	0.01038981098
482	0.01038900595
483	0.01038253529
484	0.01038076306
485	0.0103731184
486	0.01036754045
487	0.01035888145
488	0.01034505039
489	0.01033389573
490	0.01032715316
491	0.01032389506
492	0.01031545056
493	0.0103012976
494	0.0102998845
495	0.0102924418
496	0.01029113727
497	0.01028751865
498	0.01027411551
499	0.01027019479
500	0.01026091205
501	0.01025728409
502	0.0102520516
503	0.01024845965
504	0.01024731441
505	0.01024398129
506	0.01023948341
507	0.01023636237
508	0.01022758216
509	0.01021854978
510	0.01021414014
511	0.01021108182
512	0.01020835754
513	0.01020806525
514	0.01020593753
515	0.01019356322
516	0.01019259445
517	0.01018381856
518	0.01017329465
519	0.01014075311
520	0.01013517103
521	0.01012744579
522	0.01011912936
523	0.01011870839
524	0.01011728021
525	0.0101085648
526	0.01010615911
527	0.01010426248
528	0.01010225157
529	0.01009785211
530	0.01009662579
531	0.01008496882
532	0.01008083832
533	0.01008033773
534	0.01007720927
535	0.01006958357
536	0.01006382423
537	0.01005363275
538	0.01005026776
539	0.01004891317
540	0.01004809772
541	0.01004495343
542	0.01004348483
543	0.01003962358
544	0.01003303691
545	0.01003151297
546	0.01002743428
547	0.01001393432
548	0.0100095198
549	0.01000670237
550	0.01000630108
551	0.009997720302
552	0.009997089255
553	0.009988415926
554	0.009983914228
555	0.00998363771
556	0.00998147879
557	0.009978374506
558	0.009927429234
559	0.009925428768
560	0.009925092495
561	0.009923060985
562	0.009919103365
563	0.009916249948
564	0.00991389328
565	0.009909722149
566	0.009872681587
567	0.009867368714
568	0.00986719778
569	0.009866026536
570	0.009861713003
571	0.009853838982
572	0.009852163359
573	0.009849196434
574	0.009842694281
575	0.009836263527
576	0.009836168104
577	0.009830669115
578	0.009828456983
579	0.009824425669
580	0.009824072667
581	0.009797595242
582	0.009797278538
583	0.009795520959
584	0.009795231459
585	0.009781130851
586	0.00977964798
587	0.009777672083
588	0.009775642834
589	0.009774635385
590	0.009774318182
591	0.009770634977
592	0.00976780158
593	0.009767381197
594	0.009766521874
595	0.009760757079
596	0.00975771135
597	0.009751142689
598	0.009748189698
599	0.009746892064
600	0.009745706391
601	0.009745499139
602	0.00974514697
603	0.009741733773
604	0.009741685388
605	0.009738027171
606	0.009711228452
607	0.009708332482
608	0.009706715578
609	0.009705502295
610	0.009672866744
611	0.009668764983
612	0.009667196492
613	0.009659058637
614	0.009657524296
615	0.009656640672
616	0.00965051787
617	0.009650068976
618	0.009649106174
619	0.009646744304
620	0.009643999572
621	0.009641949427
622	0.009599349428
623	0.009598898404
624	0.0095958914
625	0.00959473177
626	0.009591699304
627	0.009587823395
628	0.009586667195
629	0.00958600827
630	0.009583697796
631	0.009579348142
632	0.009579288954
633	0.009573432218
634	0.009572960265
635	0.009569581746
636	0.009568962395
637	0.00956443815
638	0.009560217012
639	0.009555419198
640	0.009553663512
641	0.009553537784
642	0.009542588455
643	0.009541025017
644	0.009540699471
645	0.009539694396
646	0.009538055322
647	0.009537151099
648	0.009537085156
649	0.009523876073
650	0.009521540437
651	0.009521476034
652	0.009521414844
653	0.009521168412
654	0.009502747117
655	0.009500865914
656	0.00949946678
657	0.009499059167
658	0.009480219855
659	0.00947886811
660	0.009471726579
661	0.009467244678
662	0.009465048236
663	0.009464924241
664	0.009464402945
665	0.009463518147
666	0.009460568117
667	0.009460478745
668	0.009460419534
669	0.009460363278
670	0.009449452165
671	0.009447076406
672	0.009445945207
673	0.009443170879
674	0.009440374881
675	0.009438226731
676	0.009430327105
677	0.009427349748
678	0.009427191887
679	0.00942712827
680	0.009420900199
681	0.009420836141
682	0.009407434917
683	0.009407008819
684	0.009404057003
685	0.009403992517
686	0.009401888277
687	0.009401827707
688	0.009401283325
689	0.009397225332
690	0.00939279351
691	0.009392675063
692	0.009386928033
693	0.009384573015
694	0.009381097623
695	0.009372100604
696	0.009372037235
697	0.009370094809
698	0.009363836353
699	0.009363768161
700	0.009363703504
701	0.009363174568
702	0.009360411144
703	0.009357617375
704	0.009354533735
705	0.009351302246
706	0.009346343598
707	0.009346264861
708	0.009343619707
709	0.009342191589
710	0.009317774
711	0.009314112527
712	0.009313022689
713	0.009312753279
714	0.009312419786
715	0.009308596172
716	0.009304535766
717	0.009303617309
718	0.009302915032
719	0.009302034338
720	0.009289046053
721	0.009287589528
722	0.009287135725
723	0.009286848198
724	0.009274751889
725	0.009272486953
726	0.009272399922
727	0.009270690594
728	0.009267351837
729	0.009261121982
730	0.009260312805
731	0.00925981416
732	0.009257817571
733	0.009256343943
734	0.009255484618
735	0.009255263516
736	0.009252217305
737	0.009250144628
738	0.009249077979
739	0.00924882902
740	0.009247789475
741	0.0092456699
742	0.009236227666
743	0.009232657811
744	0.0092323462
745	0.009230496839
746	0.009221833921
747	0.009218849977
748	0.009215655826
749	0.009213170261
750	0.009198290619
751	0.009197153528
752	0.009196636956
753	0.009194073989
754	0.009193733309
755	0.009191155864
756	0.009189524414
757	0.00918646871
758	0.009181350189
759	0.009178604378
760	0.009174469323
761	0.009173779394
762	0.009162683401
763	0.009157610375
764	0.009155370065
765	0.009147390871
766	0.00914188863
767	0.009139793546
768	0.009131542956
769	0.009087655314
770	0.00908705072
771	0.009086789063
772	0.009086521441
773	0.009086225291
774	0.009084513849
775	0.009083008885
776	0.009081818966
777	0.009079905912
778	0.009078859763
779	0.009078301792
780	0.009075733132
781	0.009075372254
782	0.009073296748
783	0.009068397694
784	0.009063014077
785	0.009061297015
786	0.009056042824
787	0.009054553764
788	0.009024819047
789	0.009022323768
790	0.009000544277
791	0.008998402721
792	0.008996882321
793	0.008994894383
794	0.008992750673
795	0.008990554679
796	0.008989996742
797	0.008984723784
798	0.008980088421
799	0.00897818711
800	0.008974782493
801	0.008973054647
802	0.00897301804
803	0.008971991927
804	0.008971231572
805	0.008970015742
806	0.008968988807
807	0.008949733173
808	0.008949723532
809	0.008948322423
810	0.008943886934
811	0.008941607039
812	0.00893499486
813	0.008933735263
814	0.008926239455
815	0.008921124295
816	0.008919624752
817	0.008914547923
818	0.008913619086
819	0.008912230603
820	0.008904591561
821	0.008904421509
822	0.008902150363
823	0.008901690927
824	0.008901165367
825	0.008900749688
826	0.008898868631
827	0.008897598269
828	0.008888294025
829	0.00888720832
830	0.008886776431
831	0.00888563462
832	0.008885195873
833	0.008885195025
834	0.008884594728
835	0.008880446852
836	0.008879569743
837	0.00887888104
838	0.008878880061
839	0.008874107926
840	0.008874106975
841	0.008872857927
842	0.008872317043
843	0.00887194604
844	0.008871419782
845	0.008867400403
846	0.008864586725
847	0.00886382093
848	0.00886382041
849	0.008860702728
850	0.008860702305
851	0.008859563508
852	0.008857365165
853	0.008857335613
854	0.008854049392
855	0.008852954062
856	0.008839394367
857	0.008839335671
858	0.008837709986
859	0.008834646178
860	0.008834413798
861	0.008833053579
862	0.008809672628
863	0.008807075488
864	0.008806676433
865	0.00880551436
866	0.008803406363
867	0.008803266574
868	0.008800793803
869	0.008799414652
870	0.008798111441
871	0.008790091692
872	0.008789744927
873	0.008787540921
874	0.008786615809
875	0.00878608363
876	0.008786083334
877	0.008784776939
878	0.008782475585
879	0.008780864588
880	0.008779995293
881	0.008745226853
882	0.008744664041
883	0.008744217496
884	0.008737878759
885	0.008735630451
886	0.008733451123
887	0.008732595144
888	0.008730305416
889	0.008729764125
890	0.008728399697
891	0.008727909079
892	0.008727256279
893	0.008727255895
894	0.008699841938
895	0.008699841518
896	0.008697071882
897	0.008694574046
898	0.008688716649
899	0.008686214538
900	0.008685946097
901	0.008684217309
902	0.008683232768
903	0.008683079668
904	0.008672085038
905	0.008666262534
906	0.008666262252
907	0.00866526216
908	0.008663537698
909	0.008663114511
910	0.008661328871
911	0.008661089464
912	0.008661089114
913	0.008660459101
914	0.008640938103
915	0.008639204964
916	0.008634195247
917	0.008605386513
918	0.008603399254
919	0.008600472229
920	0.008600005873
921	0.008599725979
922	0.008599318477
923	0.008598156446
924	0.0085967724
925	0.008596708561
926	0.008595167991
927	0.008593535768
928	0.008589647848
929	0.008585033325
930	0.008584146131
931	0.008583430114
932	0.008581580694
933	0.008548201141
934	0.008545916073
935	0.008544592071
936	0.008541187266
937	0.008540494172
938	0.008539097322
939	0.008537534396
940	0.008533103647
941	0.008531655545
942	0.008530890733
943	0.008530159168
944	0.008509712148
945	0.008506747027
946	0.008506550575
947	0.00850611513
948	0.008491940175
949	0.008483850091
950	0.008483737855
951	0.008483736034
952	0.008482778338
953	0.008481323894
954	0.008479189572
955	0.00847467221
956	0.008474580959
957	0.008474469814
958	0.008471896807
959	0.008466868779
960	0.008466710168
961	0.008466170153
962	0.00846366729
963	0.008461259129
964	0.008461257155
965	0.008460903737
966	0.00845985229
967	0.008458234499
968	0.008457774216
969	0.008454783821
970	0.008454679028
971	0.008452836548
972	0.008451939652
973	0.008450049538
974	0.008449050292
975	0.008447147331
976	0.008446520821
977	0.008445663439
978	0.008444322505
979	0.008442030021
980	0.008442027488
981	0.00844152434
982	0.008439475867
983	0.008439473419
984	0.008438909596
985	0.008437513319
986	0.008434709563
987	0.00843432929
988	0.008431902128
989	0.008430634031
990	0.008386718098
991	0.00838597223
992	0.008385960606
993	0.008337206306
994	0.008334709558
995	0.008334583111
996	0.008333145432
997	0.008332356808
998	0.008332270571
999	0.008331328887
